UMAP1,UMAP2
2.6290295,1.1443253
-6.3850393,-6.2737694
6.665972,2.1709793
-7.634662,-2.2244787
9.312132,1.4139003
2.1409068,-8.584198
-6.517323,0.78979117
2.9090283,5.481275
-0.26399374,12.93723
5.9396315,-4.561028
-1.6326168,-0.7120513
3.1484177,-6.6023717
0.6498845,-3.1661265
7.0288053,3.1731925
1.9223907,-6.72336
0.39840886,-4.0842814
0.942656,-0.46249485
-3.5695293,-5.9727697
4.0772343,17.32474
-3.6401289,-6.5965333
-3.3723135,1.92886
3.5400877,0.32767695
-4.937515,9.746814
-0.03404761,12.178533
-7.216874,-6.3281655
2.232484,-1.1683263
-1.8725245,-3.6984367
13.545634,-2.8687427
4.1952806,9.540192
-0.33248767,-4.697285
-2.8567116,2.3388765
7.555471,-6.291099
-0.105780765,-2.3475842
2.1704292,10.534086
4.293085,1.4410529
7.6370234,2.3978925
-3.3147676,12.213743
2.0542693,6.402609
-2.940365,5.61318
4.9844337,0.984928
-6.2165303,-9.640856
-6.5212755,9.411751
-3.7183344,-6.4158154
-0.5675159,3.521263
3.0061257,4.4125495
1.1837032,6.0935163
6.0786223,6.3503003
3.2862563,5.063378
1.2783897,0.55674416
3.534883,-4.8183565
2.2321744,13.827398
-0.7170421,-6.8899946
2.9230642,3.2339947
0.03404218,-3.198855
3.613679,2.6995904
7.5558023,0.687863
0.6932191,3.5744743
-6.7474036,0.6612051
0.1559099,10.493337
-1.1497089,2.8570576
-0.68316644,9.498522
-6.262593,-7.7141027
-0.75438327,-6.6796117
0.24570636,-9.482502
4.84985,0.82451564
-6.041818,-4.109907
-3.889375,-1.3301197
-4.6755776,8.301987
-6.6769414,9.263396
2.3539178,0.74061126
-2.4737017,-3.640175
-3.4798164,14.372956
-2.0367334,-2.5127192
2.322013,13.3772335
3.921184,2.9150276
-2.5647068,-9.004059
7.4005523,-3.0108669
-7.688983,-3.9359152
-2.4587107,-0.06176597
-1.1439759,-7.2553205
-4.0130625,3.3420084
5.1349864,1.8765528
10.11349,-2.4506307
-2.67556,1.6908969
-3.8116064,-4.648395
-0.44011855,2.267233
-3.9556122,7.127835
12.171686,-4.7776647
-0.037047412,-9.448396
-7.2054396,-1.9692314
1.8176223,1.9715577
-4.6816053,3.7960837
3.944102,10.722237
-2.9532814,2.635828
0.5270037,1.5024682
-1.9755098,2.2563646
0.5144074,10.009373
-4.8607807,-7.0219254
-7.3276105,-8.402067
-1.6597877,-3.3241014
3.980928,10.168356
1.672077,4.290165
-2.8029783,-0.5999398
5.127801,-2.8565853
-2.627736,-7.6808324
0.75622886,2.2999454
4.433895,-2.1419442
0.91183734,8.609987
3.5246136,2.005472
3.7243526,-2.8263094
2.9062502,0.95065695
-4.5760784,-6.1073985
-6.6219635,1.5699382
-3.6568363,9.538543
-0.37164244,2.9495807
0.2108856,-5.7756796
2.2086957,-0.739105
0.16303416,6.0469766
-6.613518,8.655985
-4.5066543,-3.0795987
-0.42575097,13.055118
4.2937684,2.9811988
-2.5686078,2.6282701
-2.7581694,3.7621777
-3.3544073,12.698353
2.0310268,5.1069517
-7.5753994,-3.1300893
-4.578506,-9.548888
-1.6675153,-5.8023043
1.1421502,4.5677214
-3.5039244,-1.0724175
-7.6213374,0.41683015
-2.9887292,-8.55698
-6.5031314,-0.88152635
-5.9514847,-1.9046187
3.6794875,2.8297386
-3.7473173,0.5979368
4.649995,2.1761
-0.93309796,-4.7943435
2.7555075,9.37038
-5.408864,7.790209
4.008734,-4.1902933
-8.023102,-6.1784134
5.0954704,-0.65029377
0.46924007,-1.1097667
-1.3030808,-7.285064
-6.197958,-2.9923384
1.0858293,-8.950845
-3.7657485,-3.557614
-3.618092,7.298284
-7.726834,-8.101799
1.2893609,11.398039
-0.025421927,3.1472633
0.92758393,8.562847
-7.4073467,-1.0750012
-5.5291657,-2.7365282
0.42249167,6.454327
-2.4566212,7.7752743
-7.8165674,-4.427109
-6.7984843,-7.685597
0.28902513,-3.9453714
1.383463,4.6615157
0.31158057,9.941073
-0.8256158,1.0844545
-6.1247582,-0.5495615
4.932907,-6.6643157
-3.887889,-10.368035
-0.38648182,12.272606
-7.501343,-5.7477336
4.2843184,3.2156126
-0.37198198,-7.5451975
1.9603616,3.8019884
-0.1644425,9.489587
-4.907434,-10.857369
-0.4462685,4.008068
6.663872,1.2096802
-3.020804,-2.266471
-1.6187685,-2.4991477
5.4882016,-4.505735
1.1987514,8.345603
-2.0210028,-1.2575883
1.019751,-2.3995228
1.4834846,9.948939
5.268812,-1.813706
-2.5197194,1.1755102
-1.6952225,-6.8620014
-3.7097113,2.557441
11.950913,-4.2693143
-7.210371,-7.3507757
-3.5270488,-7.368488
-6.155883,-4.8044515
4.43672,-2.785568
6.0981665,3.157911
-3.0110834,-6.9811864
-1.420541,-1.6960926
-2.6628833,-7.1037474
-4.724775,-7.0095997
-5.9908247,3.2123253
3.1169891,5.832468
7.903085,-5.189818
-1.3287685,-5.1709547
-1.278008,8.81591
2.7080982,-3.3231115
0.29829723,-1.0365313
-0.8832313,-0.20579769
6.52131,3.0292058
0.7686908,2.8073108
-4.5570908,-2.42032
-3.18384,0.42182758
-5.522782,-2.8788877
-2.0385773,-8.349384
-0.6338185,-5.5227785
-0.24030405,-4.25847
-5.9890327,-6.7691274
-1.9007196,-2.8066227
4.1688905,3.1956367
8.672166,-1.5826747
-1.9754567,9.037218
-4.985117,5.0767717
-6.3807254,9.3784275
-2.220739,-5.2222996
-6.696035,11.30262
4.550619,1.6900387
-4.509561,-7.4225683
3.8730676,-0.9263196
-4.0350657,-4.9016595
8.724612,1.1317751
-8.499507,-6.586327
-1.4545256,-1.2405685
5.062505,1.8803847
6.3660793,0.41348308
4.139285,-7.7040663
-2.94607,-4.372975
-8.93912,-5.1963725
1.6529747,-0.79773027
1.5939561,9.405888
0.21867783,4.0881042
-1.6145936,10.2253
-1.2247957,1.0539023
-1.1607333,-5.6350513
3.0150747,2.148674
5.589199,-4.3743367
3.5191746,3.9139602
1.68795,2.6885214
-8.322007,1.3961657
5.936051,-0.28640223
-1.6097398,3.6751964
-2.8167274,-1.5823618
-2.8513513,12.871636
0.3465638,-5.21897
0.72766757,7.6935854
2.6543663,-1.187409
-3.5469818,9.798726
3.9310622,-8.347905
-2.4460795,-0.033323333
7.3247547,4.241446
-3.8210988,0.45335582
3.7078893,14.34101
0.29249978,6.9169354
-7.6917777,8.079423
-0.7716109,12.926866
-4.810138,-1.0275925
0.29146495,-8.82887
6.533664,-5.3479815
-3.405833,-0.11484123
0.19576666,-1.2631207
4.986239,3.4149718
-0.6830048,-3.4403968
5.3876286,-5.1575766
-3.6877232,7.6280904
2.2330096,-6.1071415
-1.7647524,9.026633
3.988075,4.6079817
-4.8856354,7.498649
-6.1786876,4.2396154
-0.86354256,-2.1842186
-6.210682,1.1885864
9.128888,-5.7498198
-6.030835,-2.6903763
1.9920288,-4.2512097
-1.257195,3.096651
1.4872837,1.6293821
4.7521424,-1.7333952
12.430438,0.2470942
3.2773461,-5.2655234
-5.9552927,-0.7367889
12.95541,-1.0559437
4.016884,-9.426986
-5.456909,2.4869082
-2.6505535,-6.718772
-4.869967,-1.3214332
3.121088,6.164216
-1.9954233,-8.570317
2.964316,14.111674
-4.795865,4.853915
-3.7560837,-1.5897572
-4.968212,10.415576
6.186926,2.1864467
2.1535463,2.6928024
1.8999705,6.8876834
-0.5307525,2.2981968
-5.363965,8.641472
-0.92713314,2.078866
2.2217724,8.183777
-1.4231157,5.555335
-2.3024583,-0.16306683
-2.6963625,3.7498953
-6.278314,10.926066
4.4400134,0.12889214
-2.5957675,-2.0238593
-4.125872,-1.341251
4.031615,-0.8366181
0.5100862,-1.9765127
-0.42404416,4.104857
-3.0747464,6.856784
0.2682632,-4.6352787
2.2029102,-3.4796247
-5.7987704,-0.8459041
-5.9091177,3.3977122
-1.3738987,-2.3067605
6.263226,-3.6181912
6.591827,-3.508516
3.4349844,-4.1080575
-8.396884,9.748543
-4.20298,-7.56052
5.999561,0.24766377
-3.8558257,-1.3962895
1.2816755,-0.29257813
-6.405646,-6.6234202
0.17993313,-4.5466695
-0.7135998,9.88579
1.1654278,-2.9281776
-1.3561735,6.7404394
-3.684225,10.552258
-5.101173,-4.559381
2.8649554,-6.155312
-5.3763537,7.4950733
-4.009913,4.294327
1.5421962,-3.3533425
13.643782,1.2329453
8.159795,3.0642104
-0.039766017,-7.907311
4.174715,-4.6664286
-1.5073888,12.14965
3.8323548,-3.0371842
4.85625,6.852101
-5.403499,-5.023574
0.79624724,4.296108
1.0939453,11.423229
-3.708538,-1.1190404
-1.699539,-0.38414147
3.573485,4.99558
-1.998598,2.2575676
-5.4057865,2.4320328
-5.8476157,4.4983
-5.617717,-3.1586683
2.3610756,4.526445
-1.9962846,8.712921
-0.9105386,-1.7375301
2.7379231,5.04361
3.557105,-8.199165
-0.1885252,3.6574764
-4.549425,0.030121809
-4.932531,5.391914
0.82465583,-1.8784536
-0.98856175,0.77253574
1.347858,7.139784
3.4056618,3.29097
1.4737319,9.897077
3.9128134,-8.145203
0.84368503,6.9971967
3.2315683,-2.2403011
-0.7506458,-7.3394504
2.8692744,4.9647026
2.086645,1.01381
-5.621626,-0.24826944
-0.9512527,2.816421
-5.929076,-0.23856117
14.091154,-2.085431
3.3831367,-8.485606
-5.471601,-4.1382136
-0.28477675,-0.09512002
3.9153728,-5.26861
-0.10515001,8.076385
4.609841,-3.4171693
-5.194352,3.191625
12.847936,1.0687867
1.0195404,6.2985606
-0.30084887,-7.5142617
6.6996183,-1.1081547
12.902065,1.7105143
6.2051864,5.579721
-1.7643752,3.0365427
3.517056,2.4517336
-4.165022,-2.191817
6.0230045,2.0227158
7.530802,-1.6032722
-2.0074916,3.8811128
4.896276,0.3781058
2.5246024,2.650799
1.898058,2.5565312
7.2657714,-2.2375257
1.5207655,-3.8717117
3.096302,14.732105
-0.10526638,5.59711
3.168778,8.4475
6.3372493,-2.960949
-1.3945371,-6.4238205
1.1647993,17.14448
-5.410076,11.2913
-3.6326149,4.1808414
0.17656247,-8.750542
-9.80627,-6.3589063
10.861703,6.8962994
-7.236304,-4.549045
-1.1903056,1.4073886
-0.14154509,-10.040368
-6.58785,1.8367103
-5.4504004,-4.5490756
-3.334783,-5.4888697
-3.4261653,5.9463086
-0.8776534,6.436747
-4.290263,7.69608
1.8621593,1.7702807
-4.036513,-11.148231
9.821592,-3.7840226
8.259375,-0.22493319
-0.064468786,11.315893
3.5041423,-3.7946014
1.7560058,3.2940128
0.4516496,-1.4666007
7.060172,2.0129116
-6.2777963,1.3885375
0.8043383,6.410476
9.511197,3.5306547
0.720541,0.011917167
-7.48669,-7.7880287
-4.481495,-8.747332
-6.4432206,1.8268385
1.1419868,1.9315171
-0.38893813,2.4256632
-0.63671213,-6.795175
-0.5855482,-10.388013
-0.38872492,-5.3184214
-0.045454383,7.0405564
1.8038237,-3.958584
0.21138944,-6.319931
-7.1463566,6.72171
-0.3448795,12.13673
0.42377567,9.883053
-2.0686147,0.11338507
2.9542322,5.8706875
-6.0517073,-0.04830525
1.4662045,4.552354
3.7139938,13.341213
-1.7162488,5.7679977
-1.9911313,8.842259
-0.33007473,12.463382
5.11022,-4.1719103
-1.7056401,8.642778
-3.644682,-3.9197261
1.6154538,-3.9239416
-0.6991458,3.8011818
0.7615974,-3.2318912
-3.2984412,-2.3925784
-0.31829834,-0.3050082
-7.525653,0.9911053
-4.7223463,3.7967
-0.14647822,9.753109
3.704323,-2.2024882
-1.5898336,4.648335
-9.370263,-3.0114288
0.82927036,1.530618
-2.4427419,11.727607
-2.3280625,-2.908884
5.581947,-1.451873
-7.285654,7.468253
2.1874325,-2.2671618
-3.16023,2.513601
-2.2240124,7.3051333
-3.778001,1.236272
-8.81582,-4.304757
1.5994607,15.523099
-6.2208457,-0.91876256
0.10468887,5.112181
1.2232002,0.9908672
-3.6853232,-4.826569
7.604411,-0.03181787
1.4858133,9.121117
-3.6300476,5.819537
-1.0971615,3.3027008
-4.488872,7.847244
7.277204,3.4407537
-7.9273186,-1.7283138
8.376526,1.6170706
7.7569313,0.9619007
10.1903925,-0.33212063
-0.83579266,-3.6201766
-5.18761,-3.516549
0.59167033,5.716001
1.9979119,6.8749347
0.8861668,9.823326
3.1515334,-1.8733795
3.5520067,15.691988
-0.47348747,-6.7732086
-5.235766,1.9908795
4.046058,5.711348
3.545211,-4.5331964
-4.247857,6.3984294
1.8786749,-1.5987902
8.1399975,-0.12721117
0.38404265,-7.6573467
-1.985604,-0.9990041
1.4947234,-9.57841
-3.0515487,11.748414
4.138758,0.79741573
5.968326,0.27419925
-4.910311,-4.9120255
3.506197,13.563877
8.573857,0.5037696
-0.7852544,8.14684
-4.2573814,-9.336615
-2.6985433,12.063172
3.287403,13.441343
-2.2267992,-1.254745
-2.8332093,1.7964178
-3.3278823,-4.9170003
-5.7723556,-2.1480844
0.32989934,-3.1496825
-2.035779,-1.2892783
3.4716551,6.963979
2.1918552,14.028296
4.233338,15.395479
2.8041875,-7.666121
0.6018677,4.2065587
-1.4809684,9.670897
-7.681999,-8.273545
-6.027765,4.290895
0.30073982,2.239284
-4.1451755,2.1319108
3.5092824,1.9795866
-2.4203775,5.7600346
13.222025,3.9559288
2.5138507,-3.8976262
-5.307553,-8.87724
-0.4058673,2.3073225
0.0850193,4.341491
-1.6592987,-1.5403787
10.063744,-0.09192171
3.826499,4.603955
-3.3108437,6.9851165
8.256269,0.19840941
5.548922,4.786849
-4.6279683,11.358215
6.9504185,2.8441174
-0.45169517,-3.544445
3.1282878,-4.971675
-1.7952659,-4.383305
-1.283915,-4.390851
0.51473343,3.877506
-2.1869826,4.462155
4.6690607,0.97611547
4.6646514,-3.8242526
-6.067547,-5.593095
4.6142216,-1.6733174
-5.3194704,9.861391
-4.7960773,12.960618
2.0344286,3.7278461
4.224265,10.312478
-4.0254416,-0.47511253
0.96709746,-6.976162
4.0971074,4.2925363
-4.607643,4.1116886
-0.92429435,3.3003962
2.3253117,-2.8639185
-3.587704,6.0185485
-3.9498682,3.5507047
0.69589674,5.954714
-2.3430488,1.8429009
3.056861,5.696077
1.9796029,0.58292496
2.8504744,2.3886144
3.5423384,-1.7596685
5.6463094,7.0125146
-0.5537463,8.129449
-6.1971755,-9.298897
-0.83423936,8.979903
6.554738,-0.41824687
-0.9593501,2.1469252
1.1524818,3.0477192
-2.9460096,1.6189109
6.272583,-0.39428014
3.490182,6.6444464
-3.5738776,0.80485207
-5.7731147,-2.4607878
3.2058187,2.3255756
-3.5465558,0.0688238
-0.5826336,7.0220246
-1.7558222,1.450132
11.389078,-4.9847293
5.8986034,2.7841368
6.7588453,2.0653546
-0.05223874,-4.096395
-0.4203303,-7.157871
3.2217054,-5.7087913
-4.2109995,12.224419
-4.517273,-2.7786608
2.5555475,-7.5384183
-6.4701157,3.2307673
1.8001766,-6.340811
-0.7767391,-1.8451338
3.0506706,-5.254593
2.2090693,-6.0223618
2.6624062,-2.2352781
-8.7976675,-0.54532796
-1.6423671,-3.3602831
-5.050235,9.561173
6.622062,-3.4951558
0.016332876,1.4728268
-1.7325006,-3.845561
0.9861927,1.4940648
-1.5400517,1.5014164
-5.040126,0.37996995
-2.0174377,-5.3886137
-0.37758854,-3.5759442
-9.110323,3.7568622
3.4800556,-6.133993
6.7058005,-2.7447531
2.4923837,-0.8283275
2.2808385,8.278432
-3.7206333,2.1118422
-1.6279761,2.4746947
-5.501147,-8.701856
-3.1466262,-8.831044
2.9667711,17.846115
-3.9058187,-2.732121
2.247266,-6.1388893
-3.0591037,-4.4557824
-2.2243006,3.797544
-3.0746346,-8.709367
-2.5495586,4.0199738
2.4600728,-1.1344328
-3.6644404,9.257932
-1.161965,-7.3704367
3.9208686,-6.6692724
-2.0009432,0.6236846
-2.8595152,-8.345327
-4.8306937,-4.8762984
-6.106003,-0.7744916
-4.7533007,-5.9241166
-0.32880858,-1.7946197
11.036964,0.65918946
5.656784,-2.078374
-2.2050593,5.76023
-3.1217713,9.39102
-5.8534155,8.782195
-0.5907632,-1.5084893
4.8188376,-0.73387295
-1.6652259,4.5299463
0.107928015,5.016153
-4.238155,7.5907226
0.6640102,-8.494063
-2.3472497,5.0500145
3.4183316,0.4460214
6.77939,0.3768611
-9.020671,-3.8671527
-2.5389028,-4.45836
-4.8292155,-2.6509774
1.7794528,-9.004685
-0.6732828,-6.6495643
2.0384204,-5.708888
0.38779694,7.664325
0.5667199,16.999409
-3.523716,4.404295
-1.895961,9.085139
-3.817116,1.717702
-2.7660048,0.7725787
-5.4314847,-4.926988
2.353404,-0.20761324
-6.986697,10.055274
-7.822488,1.721624
-8.791009,-0.73620176
1.7686952,9.308741
1.0532346,-0.7481007
0.67438066,-7.5622096
-0.8935297,-1.5697016
1.6783757,1.0939395
-4.498633,3.817324
10.329954,-1.4207082
-4.091849,-8.710666
-5.1459494,8.6327
-3.385921,1.5134772
-6.092935,-6.4633026
6.606548,6.497998
-0.24840252,-3.4275486
-1.569169,8.98867
-0.27751765,-8.031393
1.1649164,4.206783
7.391058,-2.0716755
0.5763597,1.8465728
-2.873542,12.332849
5.1204176,1.7720844
-5.050235,-8.530703
3.9637332,1.8901612
-2.212273,-4.0802636
-1.1423585,11.407458
-1.2295612,-0.89922655
-5.4683404,-0.484429
1.9935297,-1.1584407
-0.42002016,10.722918
-4.546457,13.80403
-0.7133658,4.3477416
-0.6407064,3.1442173
-0.8404133,2.0061858
-6.3535447,-8.674506
12.37339,-3.602709
-6.005973,3.3915403
4.436068,-0.4246517
-4.867766,2.4972618
3.767899,1.6912346
0.15715589,-7.582956
-3.8973064,11.977228
-0.8573644,8.816251
-2.6959972,-1.8683673
-7.3694177,4.8126616
-5.0189166,0.6580795
-4.3972583,11.999865
6.071149,-0.35473552
2.403811,-6.0007634
-0.8689748,13.553214
-4.5633745,-1.8097227
6.639051,2.4126127
-2.118162,-0.3910075
-0.15071313,3.3049247
5.86229,6.7500086
-6.59795,10.164517
1.8801281,0.0018679923
5.7065153,-4.700949
-3.7436132,-4.9470415
-5.4599624,5.4077215
4.120774,-1.0591553
0.7970252,-0.5083113
-0.7980814,-1.6838795
6.1493645,-1.0113972
-8.357036,8.835334
1.2181256,-7.22136
1.5322533,9.135286
-2.0245495,9.713314
3.1612926,1.8454053
-2.561754,2.963996
-2.9517763,-6.1636534
0.6377306,3.8984244
-2.5444105,-1.9949325
-0.3781229,-1.6724463
1.664492,-2.415005
5.2984953,-0.16226567
-2.6289797,-6.125478
-6.7364087,6.5501604
10.109314,-3.9548821
-1.3046881,3.05765
-8.915154,-6.137638
5.913963,4.1251855
-3.1790662,-6.260568
-0.14229414,9.747883
-1.8556223,3.9187267
1.209308,-2.8024254
3.491527,10.030946
12.818705,3.805779
7.5173287,-1.5964154
2.6743946,-10.357245
-0.5893635,9.854933
-7.581705,1.8067739
5.3563285,4.891449
1.6506063,16.594023
2.388307,-3.1037781
0.5720667,-5.518335
0.72415566,2.9206622
0.60576373,-1.9929448
6.4750705,2.813937
2.0625298,-6.9841976
5.24712,3.3741374
2.071561,-1.9989196
-5.4602623,-5.878384
4.9138637,-4.0064874
-0.9656932,9.802323
-9.599777,-0.5239588
0.8665004,5.9769874
-3.9066434,-1.9952264
2.1686018,3.0044076
-4.9908943,-1.267693
-0.7047228,-5.3165436
3.8326395,9.593037
3.491714,-6.695926
0.4949065,0.7165799
-4.853088,5.783085
-5.464915,3.4792602
-0.17727377,2.9829323
-2.4678545,9.1704855
3.3668988,-9.214728
-1.6110498,-8.759669
-0.058390543,9.78695
-7.647968,3.9382546
-1.6201535,-8.4283495
-0.23738635,12.5701685
0.8974344,-1.4685862
-6.067666,-5.264922
14.712482,-1.7461438
-4.295335,4.526076
-5.166219,8.575688
-3.2804134,9.722391
4.205358,-3.3247802
5.3645444,-1.9155416
3.6953082,15.536984
-5.3752522,-2.589104
6.0293336,4.0404925
10.090663,-2.2253237
-4.4494786,13.125998
4.217389,-5.740936
-1.7600855,4.3004246
3.0764139,2.9697309
-2.9029913,9.788919
-7.903488,10.310408
-0.25593144,9.327953
-0.32464537,-1.7192043
-2.020241,-1.7547587
-1.9659265,-8.666771
-1.000232,-1.0125704
-2.5005238,-5.3449774
-5.2007923,9.399311
1.900241,-1.0351815
-0.5556749,-0.6322394
-0.8896386,-5.0236974
-8.353718,-5.031323
-7.0795155,-5.1497264
1.1451496,4.944013
12.826339,-3.2844121
8.501954,-0.35652965
3.162085,1.1455098
2.5289273,-1.1207663
6.3326244,4.070246
-2.3446681,3.4356592
0.33946157,5.5070496
8.99407,1.2817074
-4.7001896,-2.051801
4.3699594,-1.1741039
5.480539,0.06222134
-3.1730666,-1.3873032
-2.943725,-3.956563
-0.62625146,0.64103025
-3.7617984,2.8203366
5.4069047,5.83865
-3.1333127,2.524139
2.0487509,1.7534996
-0.2787937,3.0931022
3.984392,-3.546238
-5.339254,-1.7774462
-3.274919,-3.0690305
0.20027335,1.0734977
3.852373,-6.784076
-0.9166376,12.2437525
5.2613025,1.0821823
-0.8561132,-9.790559
2.2886493,-0.42677212
-6.4615088,8.930231
1.5285053,-4.8990054
-6.945218,-6.4600973
-3.7945755,-7.913722
-1.3827192,7.5830994
-3.7697833,-10.675339
3.2439094,1.4171892
-0.17753156,-4.863515
1.1346165,3.7218175
5.2254987,9.289852
-7.5046453,-5.5574665
5.080036,9.992287
-2.9378815,8.222868
-4.3267493,-8.264802
-4.6530876,11.50054
2.8419838,-3.4595551
-1.8137503,-9.751995
-2.6555848,-11.300332
-2.440646,-10.249379
-3.190343,-9.492879
0.27857742,9.672009
10.323874,-5.418689
-2.997279,0.118997306
-4.6329126,-8.577151
5.494507,-2.3918865
7.0942907,3.4275491
-7.0918775,11.569178
5.2363167,-6.854351
-6.2621937,-1.0050229
2.5627558,-6.452691
-1.7666727,11.86077
-1.2087244,10.162416
-4.5190787,8.964051
-1.4685637,6.7596564
6.1069336,-2.9410489
5.352315,-2.5296257
-8.41732,-0.88500315
-2.6375506,-1.7978623
11.797666,-4.9848065
1.142513,1.1309016
-9.271788,-4.074471
1.2770486,-4.8816886
-0.27506256,5.2029133
1.5499173,-4.4473944
-1.6136304,-2.598581
1.2543192,-6.9349837
-1.2783142,5.4498563
2.9620857,-3.5823421
-0.38407007,13.13264
-4.795178,1.8454872
13.192444,2.088323
11.870009,-4.51185
-4.743815,5.5817037
-6.7422266,-8.109278
-3.136604,2.7319798
-5.9183836,-7.6516905
-2.2328694,11.817287
-0.27135897,-7.928607
-2.620259,-7.145664
1.3538084,-4.893894
-9.641978,-0.6631307
1.5757003,6.9866734
7.2184567,-1.5665883
-8.700198,-4.259289
4.4295344,0.61188596
4.190534,1.1630815
-4.609225,-1.564305
0.45068765,0.20027088
3.930444,0.27873096
-2.0089316,-6.0696697
-2.746482,11.393036
4.676081,-0.30953404
-7.2275453,6.1153526
10.92992,1.630519
-3.26178,-2.662957
-1.1935365,9.265252
12.366713,-4.986467
13.028283,-1.1964725
-3.2938623,-0.87321556
3.8396778,-3.244454
-6.3651233,5.451884
1.763894,17.78013
1.40854,-2.7364442
1.3683258,0.76555073
3.217717,-0.31927472
-0.35334557,-5.648778
-2.0253294,0.44662386
6.0876737,1.1229382
0.48213485,-4.279925
-1.3687403,14.006389
-7.455885,-0.9314685
12.992099,-4.1322293
-3.8709505,-0.26682934
2.055376,0.33145753
0.52973616,-4.617007
-4.6412296,-8.950396
-2.60551,-7.2520065
-5.13877,-8.216455
-9.684499,-5.4663525
6.1252,-2.096408
-6.919616,2.2493834
1.222708,1.6657201
6.578832,-3.0777323
4.667216,-1.0236396
-7.660627,-6.627204
2.7660878,1.5370159
-0.0226779,-3.907924
-4.501677,5.8329425
5.1534944,8.188031
1.2829977,-5.454328
-6.871948,4.7961655
7.4834723,-6.7116976
-1.5522293,0.9267958
-6.63786,-2.4747267
0.452188,16.125805
0.3231778,-4.444556
-7.5000935,1.0458622
-5.2170787,-7.255487
0.9237946,9.360343
3.762439,-3.128516
-2.2026777,-1.1083319
-1.8979598,6.5915036
-3.2877827,-1.767434
8.747268,0.9023378
-5.9550543,1.785677
1.071714,-9.952458
-3.8492172,1.939204
-3.3324533,5.819973
-4.026776,1.781181
-1.3800457,5.800323
6.0664077,-0.14737675
-5.253492,2.3293364
1.3484867,-2.448375
1.5002713,-10.083224
2.1246943,2.892272
-5.3182216,2.5050652
-5.4358864,1.2563974
-3.8532274,5.8925314
5.011997,2.763451
-0.9903327,4.4914246
-6.2472963,-1.80778
-1.1239761,-5.318807
2.248914,-3.4775324
-5.1447134,-1.2758086
-5.8176103,1.1263869
-5.057228,-3.595922
-0.24912663,-0.9380837
-0.9411052,-5.1314235
0.5237485,7.5854893
-5.310144,0.294891
-2.192539,-2.9204292
-0.3908303,-3.7791123
1.9235224,-4.1066933
-0.15469219,1.9527609
6.744558,-2.2811837
1.6928853,-8.622458
2.213373,-2.5396216
-1.5467948,-4.978404
7.5325994,2.7021468
-2.8945518,-7.1794634
-7.152991,3.2101352
4.2399116,2.6975334
-8.099305,-3.6151237
1.7322798,4.1109986
-3.5136397,-0.6237435
-1.5750378,4.649272
5.1736608,-2.5529745
8.7920885,-5.8228097
3.8251069,0.5343843
-6.0994873,8.205649
-4.6686897,3.574177
1.705346,3.2960012
5.584443,-2.7100043
1.2486657,-3.8869143
7.3574295,-4.4798245
-2.0997458,-5.6953745
-4.2715306,4.6448083
1.0720828,-6.410825
0.11318099,6.0247383
-3.8998995,11.869118
5.2771983,-0.903556
1.3828683,-0.3977459
6.524494,1.0582159
-1.7383577,3.4561136
-0.6331226,-4.0298147
-5.2596726,9.992564
-0.28721732,0.7797841
-0.9225445,3.5865133
9.328142,-5.950666
-1.6831824,-4.249444
1.8961374,4.1576443
-4.619084,-8.768592
2.6454868,1.2548076
3.8174253,-5.684253
-6.583147,6.0837936
-5.454309,-10.603885
-2.4705646,-3.719586
6.048333,-4.9227057
-4.9446626,-6.674796
-6.291423,-6.631992
4.230731,7.4036074
-7.690551,-2.7845583
-6.0003304,12.627577
4.986577,-6.3700967
-7.626027,-6.8158994
-3.4555907,-0.044341423
-2.728198,5.535753
-5.720274,6.1170073
-2.8687084,8.766188
2.1838558,8.999051
4.9059186,5.0326705
2.864593,3.2531898
4.455071,-7.0993757
-2.694835,2.3588166
-6.8518796,3.6261718
-5.499147,-1.7748302
-7.9761276,-4.3645983
0.46578518,8.627144
-4.582728,2.4513528
-2.003954,4.73399
4.4872384,2.1043649
3.9820194,12.98661
0.22023067,6.801356
2.6640034,-2.7887304
-5.5727167,4.520105
-7.9243073,2.2097592
-1.3729966,-8.717296
-3.7951417,5.868154
3.9393473,-1.5621294
2.5850594,-2.6617374
8.394534,0.4922297
2.7348177,-4.0872445
4.2516203,-0.11665423
-6.464776,-8.523434
-1.8591814,-1.8927176
-8.110198,-4.8057947
-2.3495438,5.29432
-1.4109223,2.9863932
5.7121654,2.8012285
-5.198853,2.0695863
-0.2627505,9.963256
-2.3422065,2.738451
-4.1677275,-3.0445225
-0.7386351,0.8455471
0.54458,-3.5805752
2.5212677,6.908522
-1.342386,-7.192879
2.1953735,-6.4090004
6.2438855,5.317389
4.26106,7.2019253
2.1467288,7.0577145
2.2659159,10.866748
4.7923083,8.668102
0.5617085,1.7185146
1.5768894,-3.9343042
1.4624482,4.062686
-8.055872,-4.939314
4.4071345,4.956539
3.7284007,0.98688626
-4.844874,-4.6677346
-1.864032,2.685655
-2.8559942,-4.660096
1.985105,1.4801862
2.6853597,-6.8994784
-3.409936,-8.639788
-3.1390295,-3.402451
2.302468,14.556581
-3.4214392,4.444266
5.105597,4.1545196
-2.884575,-5.7723575
1.3420984,-8.185818
-0.6691251,11.857533
-2.7019079,-10.757866
-3.1527252,11.491729
-5.002765,-8.827965
-3.496278,-1.7872396
