UMAP1,UMAP2
-3.5450747,3.8139603
3.5074189,5.1272383
-5.4409575,11.285778
0.62154037,-1.7683554
0.19744274,10.114258
-2.2112126,-7.927698
-4.019482,-9.571176
-3.4078262,10.294562
1.5421995,5.489606
-7.4449534,-7.5663276
-1.7258321,-3.4174976
-0.53328454,-0.5632123
9.244692,-5.005905
0.22915784,0.5530365
-1.5853776,-2.1556637
1.2203175,-0.2598204
-3.4225264,-0.6550665
5.603469,-6.0733643
3.60102,6.2421303
-1.9165623,8.127611
4.1990395,1.4289219
-6.1203594,5.3481402
2.817543,4.883804
4.8643823,-0.07583793
14.390291,-2.2141552
1.134464,16.326857
3.3725212,5.0350304
5.6891074,0.037439343
-0.49528408,7.0793204
3.6504552,0.39049265
5.3864846,-5.7302017
-5.1094103,10.86304
-4.266274,-1.7137337
-4.7263446,1.337322
-3.4249153,-8.910141
-3.8630042,-7.7565956
0.60385925,-3.416967
0.5272925,-3.3392606
1.6002027,2.4983132
-1.0537666,0.61376673
-3.4401696,-9.740564
-1.6330017,7.450216
-5.778607,7.871047
-2.6756246,-1.7588497
-3.738179,4.3727612
-7.517108,-6.6602097
3.694976,-7.3695893
6.6755104,-0.38833854
-0.511733,2.9558141
5.0355964,5.496229
-1.5291069,4.111986
0.6436824,8.590352
-4.0661287,-0.15084897
2.198447,8.731689
-2.912227,12.128157
-0.7183626,-7.0591636
4.4406734,2.4243753
-3.8477564,4.45253
-3.6474643,-5.8488092
-0.9302334,6.2815304
-6.7362723,3.2808206
-1.5814421,8.967989
-0.005097437,-4.422974
4.4385114,-0.09083789
0.7299186,-10.5700245
-3.0802398,-5.5849338
1.5827193,1.0370668
5.5256886,2.6246393
-2.2577271,1.2757127
-3.81069,11.322107
-4.741544,-0.8991996
-3.3535192,-4.248434
4.0920806,9.26223
6.521656,2.1210046
-3.818412,11.403999
-5.320212,5.396741
2.448306,3.8168702
-4.9021525,2.9722922
2.458774,7.237883
-5.105137,-8.595394
2.3566628,0.93699056
3.005054,-6.822254
-3.1633332,1.8990201
1.1810673,5.892222
-9.272594,-1.924823
1.4267282,4.862159
3.3486187,11.307121
-8.781423,-3.8373768
1.8683317,-0.42707047
1.415392,2.152355
-6.70038,8.416037
-2.1021883,1.1408916
-1.2278318,2.248528
-4.206225,3.910618
-1.9093899,-8.640677
-0.93084395,0.5067923
5.114283,-0.11914874
-2.805064,7.484991
-4.88722,-7.392626
-2.2963874,4.1675043
4.4046936,-5.0077744
-3.2664337,-0.47330973
-0.76653546,11.4033985
1.7184433,-0.47427803
-8.523572,-7.035356
0.33052233,-1.2733
14.011825,-1.3699675
0.04205958,-9.613827
4.2288136,6.8571296
0.20922706,5.4711094
-2.8313785,0.87331665
4.654007,-2.3844016
-2.3856683,12.386831
-1.9519075,4.065997
-2.3512013,-0.12446819
0.8068518,-0.22945656
2.067543,-0.4626328
-1.2991866,-3.6484404
-3.0081728,12.003256
4.104291,1.3471198
-0.20271945,-1.9483378
5.213482,-2.822994
3.5533562,13.29218
-4.540544,0.4560981
-5.5526266,-6.631958
-2.932991,5.641964
0.10160648,5.1871142
-3.142162,-5.489165
1.3249011,2.8848765
-5.203439,-4.099478
2.4358888,0.7652893
2.5636594,0.4513749
0.080683514,0.74511456
-3.7182624,4.8410416
5.3386135,0.05442218
-2.8930738,-6.0333843
12.779615,2.2352438
-0.17438966,-1.8435677
-3.0278924,-8.084831
3.4612327,1.1094977
6.0702925,-5.549365
0.24303174,7.4621806
2.072795,0.13928315
-1.8968982,2.7316403
2.23201,15.414869
2.7886872,-7.264604
-3.4499614,0.8696823
5.8082285,4.187195
-1.8903476,6.1504064
8.939292,2.6041136
-1.8354101,3.2212424
-5.0864887,11.3554535
1.2083834,0.24060583
-0.8561083,-5.7940817
-7.4190397,-6.300267
0.24407712,8.333465
4.6510134,2.447623
-4.911831,-6.030521
-4.3408,1.7260716
-0.8742687,13.9261875
2.2617226,-2.8784957
-3.4693322,-5.9212694
6.268897,-1.7789998
-9.652674,-3.3347712
1.8477376,11.436156
1.1895517,4.573239
-1.2418857,12.773503
5.09491,4.929118
-1.8030884,-4.661982
-1.2566822,-1.1278341
0.8841291,-3.3794248
-7.32225,-7.320116
-5.827327,2.3927596
1.6318693,4.9409866
2.468267,6.0191927
1.2230315,-1.9040203
-1.8295281,-1.689086
2.8732529,7.6621327
0.03605104,3.274059
5.2305326,0.74647117
0.48389846,1.3314801
-4.982843,-9.107395
-2.7568867,-7.6124306
3.2465951,-1.1765945
0.9221282,-3.4741714
-6.3790703,5.2618575
-3.3236809,0.12114854
7.055706,-0.40428472
1.4812814,1.6647211
0.42031395,0.6333251
-4.2765555,5.9615655
-4.1979146,-2.6944528
-1.4783684,-0.2578338
1.4278284,4.852929
-2.0773013,-2.8170097
2.9689648,-10.835592
11.381511,-5.4343767
-4.5607038,11.825625
-8.099819,2.147925
5.1494746,6.357822
2.1170304,-10.264268
-3.2203245,6.240857
-1.0661663,1.0878373
-5.012282,-4.397667
7.4757314,-3.764538
-3.037039,4.771334
0.024328213,-6.838317
6.5566454,3.0585532
-7.4522195,6.1204
1.178631,-9.845738
5.457471,-3.6072874
-7.327762,1.544537
5.6384387,5.715953
5.072201,-5.835552
0.14704368,-5.7055492
-8.673257,0.93462515
-1.6555829,-3.9194655
-0.9311027,-1.064039
-3.6550577,-1.4079416
-0.16993442,-3.2302825
-7.557007,-3.891584
1.9329839,8.245705
7.2815633,0.28279585
-0.5836467,-4.6919293
-4.0357904,8.851588
-4.393225,-1.5055598
4.8737626,1.6683848
-4.4861064,-9.123445
-0.48814353,3.3273678
-6.9365506,-8.513207
3.0037727,0.9645572
0.19034702,15.918834
0.5128865,9.946198
3.9486337,14.306426
-2.9968958,-7.312145
0.7899475,11.785661
-0.8869184,12.312761
-5.8107753,7.134705
-2.2520754,-4.1779695
5.2660203,-5.4862857
3.208633,6.8274636
-7.8702736,-3.0627162
3.223288,8.194832
-2.4863937,11.367588
-4.0321975,-5.483084
4.167332,-4.71763
-3.2051048,2.531592
-1.0899583,-2.0585587
4.266739,0.68111914
-4.259617,2.5913649
-5.546662,5.2877665
1.4862841,16.121307
2.110041,16.07056
3.5326953,-3.306813
-5.4778037,-1.3853545
14.484476,0.7335744
4.2758346,1.4102113
13.279016,-2.8001556
13.102668,-0.4464331
2.658486,2.351678
-3.3773472,1.8383685
2.2558732,-3.207316
-3.9393177,5.371457
-1.4582893,-7.1160274
-0.6043094,-5.739618
-4.891307,-2.223704
-7.233724,4.620234
-2.3321621,2.36163
0.7847708,-0.69448066
2.794883,-2.8159564
-4.388409,-2.363875
1.6419942,-3.4215195
-4.183101,1.2715002
-5.423185,-7.9983373
-0.63473886,0.90127224
-0.09782409,-1.8474181
0.9756741,-10.285862
0.5576462,-2.4786167
-0.8966896,3.036752
-2.900823,-10.75698
-2.7767348,-1.5013132
-4.634166,1.4162973
0.66949534,-5.984938
4.071668,-5.580467
4.8161273,-2.3399305
-0.07157763,3.787054
-4.301431,0.7681088
4.894476,-7.587016
-3.5021534,4.3422265
-6.790282,-5.6477065
-4.354872,-4.9456754
2.331919,6.113749
0.36724898,3.3781111
-5.9816895,4.8216567
-5.953675,-3.1012836
-4.498819,9.8586645
-0.1882932,12.013749
4.285217,0.08558419
2.2648356,-2.753587
-9.500497,-6.4078693
-1.2015039,7.998187
-0.4021062,-1.5947516
-6.280053,-2.6018581
-1.2401228,-5.3376923
1.6499445,9.816744
5.067127,3.5564926
3.4551365,0.93745434
2.563989,-3.7065744
-4.1714067,11.572346
1.1331761,1.4529464
-3.3559682,5.439057
2.3365529,-1.079108
3.797724,-9.466031
0.7668225,5.2184563
2.0446463,1.5291622
0.59695727,-4.016549
1.2066674,2.7241242
-0.12179672,-0.60054624
-2.5637417,-6.088469
-6.3187675,0.7881658
1.012247,3.003822
0.28769362,11.004826
-2.1946666,1.9677719
5.3519464,-1.8156592
3.1105392,1.7756191
-4.975693,-4.300594
-6.838371,4.861988
-7.4270353,8.105973
-5.396739,-5.348235
-0.211902,6.988834
7.913913,-3.7527835
-1.1643541,-10.1924925
1.2409327,8.065086
1.6305816,7.903974
3.5814874,1.9540952
2.9087067,-0.8137776
2.9703305,3.641492
-0.87768763,10.538543
9.424733,-3.154903
-2.0254035,8.714917
8.38762,-3.6958241
12.169957,-1.9201329
-2.641843,-0.6698792
4.7982755,4.729822
3.1901484,-6.852773
2.2500706,-4.830596
4.9173613,6.233885
1.3919518,-5.6627884
-4.0505004,6.7737436
-0.77096045,9.585299
3.7628055,4.148801
-5.2488623,-4.771171
-0.4883001,1.4630388
1.5930622,10.510481
3.1261601,2.2716238
6.9677367,-2.0015814
-7.4466476,0.35840568
-0.40821582,0.8684752
0.045679875,4.2068934
-4.330508,4.9355574
1.4143895,-0.7174073
-1.9692831,7.615105
2.0075548,5.0534997
-1.353252,2.360668
4.8941765,-0.88090694
8.582844,-0.4533376
-6.550253,-4.7887793
1.1899235,-2.3932524
1.1067177,6.113965
-8.275732,-3.0427926
5.468857,-6.3633533
-3.7355418,-4.944453
1.7613468,-1.5788043
2.4839299,-1.0049801
-1.9229568,-5.882627
5.3295493,7.3104453
5.5031443,4.0395255
-3.2388413,1.5156713
8.932365,1.78865
4.5309763,-4.901566
-4.9278455,0.3807361
1.3958888,16.012661
5.0344663,-7.514293
4.1146398,2.5487478
-7.391342,8.04385
4.574049,-0.29308522
-1.1195275,2.3723161
-1.3999565,-3.4942672
-0.9168857,10.615413
2.7677054,17.181217
1.1683441,5.8517933
-6.3668203,8.367
-5.3892603,11.755267
-7.570842,-6.5182123
-1.9748106,-7.111233
5.3487144,15.092473
0.11714672,9.545099
-3.5501533,-4.0007877
-0.8294592,11.019206
5.4116836,2.0489707
-8.414906,5.9047666
-5.150446,-2.1061893
-3.803615,0.027424656
-0.5719064,-7.845944
-3.8975658,-3.072144
3.019772,-6.3003187
-6.944838,-2.5511444
5.097248,-4.250062
-0.20079681,-0.60274935
6.5167236,-6.188132
-1.2663579,6.012255
-7.1501565,-7.9321876
-1.6470085,4.629698
-1.0478294,10.906831
10.943129,6.076552
-0.4736007,-6.3109875
5.2412934,-6.5517464
0.5781353,-7.770222
12.521933,0.49122393
2.2995548,-8.734592
-1.4704814,-7.7032537
0.19522732,10.504326
11.850004,-1.6459308
1.6202797,11.253779
3.7234132,-0.95418876
13.338146,2.6791725
1.3256344,5.488126
4.2180796,-9.796565
-4.636068,-4.993901
11.722765,-2.5330415
0.36641902,-0.038913313
3.9430196,3.6039197
7.9725432,1.7735906
4.868028,3.0113304
4.5064116,0.19075468
2.9395194,-1.0337038
-3.0333123,-3.560755
-3.0398037,-6.7368097
-0.53129125,0.5388023
11.411477,-4.5337105
-4.9272003,3.9645586
-5.188447,-3.0226302
4.870772,6.1811614
-5.538853,7.741653
5.9248223,1.8912785
2.538827,6.318883
-1.0757803,-4.384708
1.2212666,-0.95730317
-1.7063937,2.0301726
-1.8724185,-2.9156702
-1.8251683,3.4264395
-0.40750992,2.1945646
7.359426,1.7292901
-1.1280465,-6.251373
-2.3956196,-4.4499364
0.91219676,7.757233
4.2179847,-5.4656906
1.3103595,9.852031
-3.2703426,13.994401
4.3892775,-2.349861
-7.8684626,8.764023
-5.905797,-0.88101786
0.99547017,3.4386153
-7.294597,0.2239274
-5.3137913,-4.0792465
-1.7297777,8.065056
0.6307184,-3.862975
-1.3174669,8.137638
-3.2649958,11.278229
0.44238675,5.8586836
-1.0444111,-4.367513
-5.5089483,1.9097583
-0.27209526,-7.727606
-2.691521,-0.70041955
1.8153098,-3.5253282
-2.195058,10.359456
8.825742,0.3099881
0.200741,2.537486
-6.655101,-5.4085956
-2.1236725,5.2190585
-3.6420138,8.672321
2.8567767,17.891459
1.7878203,3.25611
4.079127,6.2745824
0.86442906,0.43235272
5.189539,5.915085
-2.6643877,-4.5294895
0.11770943,6.338922
2.3105779,5.0434747
-3.9736814,3.251881
-0.045693513,1.7742203
-0.27039227,2.8686743
4.7699666,-5.783139
-4.3066816,1.5796866
-4.844274,-1.9551936
4.700333,-6.764811
5.8463135,-2.0171537
-2.5163722,7.42847
6.8924303,-0.28799847
-4.6394835,-2.003919
-5.8439817,-5.229708
-2.1850781,-8.764284
-2.9201603,5.6314893
2.6373525,10.709557
-3.9222174,-9.107255
-3.078241,-1.178157
-6.9396477,11.031487
-1.6416636,-8.127491
6.360388,-0.8947368
-3.7404287,4.947024
5.0113287,2.1167676
-6.296095,9.498359
-1.6163297,9.511774
1.8898377,-5.2598643
-0.31394067,6.272181
4.657121,7.2153034
-1.6519636,-5.2999773
-0.94855726,2.8952458
-1.5651572,11.804877
0.012401562,3.8396437
6.448282,-1.6326191
8.982718,-6.5272975
3.7929716,1.7883201
0.75857365,-6.365059
-5.5282845,-0.15179437
-7.6584654,3.8674517
-1.6724942,4.944034
13.033686,-0.926288
-0.9801934,0.3985428
3.2155259,9.847026
1.7414075,-4.1512704
5.1348825,1.3444016
-4.167618,12.715492
-0.9851817,4.4573474
-5.442563,-0.2256755
-1.4542732,-1.7597028
-8.716197,-6.2984867
11.143138,-5.4772143
1.0000656,-4.723389
-8.877478,-4.59342
-2.804603,-0.48723304
13.903203,8.075706
-0.94870996,6.149664
-2.2032824,-8.292429
2.330959,-5.642213
2.5219383,-7.5517406
0.2474682,-0.6308511
-3.9889119,-2.6143508
-1.3448881,-1.2788041
1.2812775,4.633899
-7.338047,-0.56048626
-4.348793,1.3580896
-0.518544,5.5886602
-1.8892455,4.2094054
0.7854945,11.401275
4.1015363,15.266821
-5.762722,4.5903935
5.488175,-5.0279946
0.6568801,-6.149174
14.238734,0.15742862
-7.1241465,-4.289881
-2.4132829,1.7213894
1.6967863,15.1540785
2.1504588,0.44223562
-4.4502096,9.100061
-2.7148812,-6.0725255
-1.2204467,-2.2330804
-1.6773012,0.4208631
0.29705805,7.5738454
9.000815,-7.3419375
-3.43742,6.1292043
7.4620733,-6.14666
-2.999876,11.3741665
-0.16964082,2.9761646
5.6697373,4.096277
3.0154943,-5.500992
-1.5063919,0.54474556
10.75133,-3.4747043
1.7699875,-8.009844
-2.0984473,3.7876256
2.5902195,1.6371982
0.18082827,0.5399464
-6.862073,-5.9627056
13.184608,-4.557098
1.0349157,5.1223984
-3.1261706,4.516896
0.65790987,0.45368725
-7.113186,-0.07231966
-2.964573,-5.665862
-4.158178,3.0110877
2.628215,9.001892
3.54706,6.235916
-1.8131038,7.22176
-1.1088634,-2.9361694
-2.6288295,-2.8486857
-6.4979043,-3.5526657
2.4881399,-7.156426
-1.204226,-6.1872725
-3.2129362,2.8475919
-7.649327,-4.7620473
7.0342383,3.3950145
-0.35152876,-0.49283728
6.2394924,-0.3170625
-3.609677,7.4594965
0.07246269,6.3432646
4.182589,-2.1752536
7.852107,0.43631092
-2.047269,-4.9094076
-0.85475945,1.6804476
-6.5664515,2.5074704
8.443963,0.5759678
-2.8497982,10.036431
2.4095795,2.4167688
0.7115251,-0.9249835
-0.48757288,-4.2128377
5.9614906,-5.566863
-5.337742,2.3359373
-2.2876825,-11.070614
3.8404005,1.8346585
-0.96133673,1.9721222
1.5416101,17.369297
-2.1242645,6.3650637
-3.7417333,-6.781331
-1.7322443,0.025380546
7.1198015,0.040639702
5.1975894,-7.6172023
2.0316517,3.1968815
-1.8667508,-2.1125815
-8.540852,10.372048
-2.6739862,-8.29784
1.909099,15.310567
-0.39712328,-1.7768838
11.058826,1.3602952
-2.2730622,7.744364
-0.01238572,1.170651
4.1542044,0.87763494
3.8771703,3.2348084
1.8300467,-0.09901046
10.736611,-5.364965
-8.085962,0.47766533
-0.95431954,7.3573494
-1.1880453,-7.196454
-2.348349,-2.5265272
-3.9292498,6.1701975
0.4802211,3.8242865
-2.2084105,-0.94690865
-1.9046292,11.486292
5.5538135,0.44925427
-8.532719,-2.056877
11.611726,-1.4849153
-2.3292263,8.743887
-5.043945,3.6412635
-6.254302,3.0300643
0.72842485,-6.4891725
-3.7457743,-7.721993
-5.075597,-8.621358
12.939214,-1.9848405
-2.6167326,1.4588568
-3.736474,8.346823
3.5192237,-9.894001
-5.8901215,-6.2277985
-3.0690536,9.126387
0.373222,4.132954
0.21040435,-1.2286156
-7.317394,10.010806
-2.2468548,6.4745774
5.9603295,4.7602644
-4.280937,6.4384556
2.9427707,10.48715
-1.3854015,8.309044
-1.2105615,-10.538833
0.9150892,7.7060347
-5.1034007,-9.140927
4.8773127,-2.736735
-0.65364254,-2.0510612
-0.9435166,7.4323554
0.12386846,-5.1181026
-3.4477258,7.758403
5.5675035,-4.953983
0.15121746,-7.7072487
-0.7076651,-3.8247979
-3.4811397,-3.201502
-1.9391779,5.7504416
-4.5793147,-10.491666
-9.79495,-2.3563313
-0.6390021,11.840534
1.0850674,-9.388879
-1.6444728,-4.504144
2.5827522,-0.66203165
-2.9654014,-0.25290123
11.658735,-4.797613
-4.0006804,-1.8678157
-5.2178307,-9.445632
6.158772,-5.3347235
-3.6661544,-9.143852
-6.841276,-6.728583
-3.3763251,-3.3187215
-0.60523534,-8.933424
-0.28773218,0.8709064
-6.342836,3.6332998
0.57198435,11.959206
-4.0533285,-4.6938953
6.9275627,0.74351984
-3.1101472,3.0545971
0.72915936,-2.8959384
-5.3176455,5.64296
1.0404205,-7.5279293
-1.317685,-3.0233493
-2.6896,2.3436258
-7.6776505,3.6515708
2.368164,3.1423998
-7.2627087,3.0929205
9.627929,-4.979637
-0.010396989,-10.742865
2.8523142,-5.847644
-6.7517233,6.005861
-3.6307912,5.39878
-4.1136775,-7.0126104
-2.7754102,0.010208815
3.2199996,1.7266667
-0.6647934,-5.407471
5.884986,3.881744
2.392028,7.2061424
3.2028134,-4.3229184
-6.606516,-6.172494
0.07889258,1.9705117
3.1554747,2.3897626
11.974855,-3.0506997
-7.524152,1.5200429
0.4704657,-0.0051673967
-6.433529,-0.11416135
-0.2447693,-1.5064008
-1.3861667,7.0417366
0.09877303,10.501533
0.74924415,-3.245226
-3.4231606,-4.7716784
-5.65971,-5.0966754
12.8397455,2.1401372
2.9651403,16.092115
-2.3193135,2.7781274
-8.894717,-3.5817184
2.171473,11.192019
-2.1784778,11.698707
-7.8872857,-2.2866726
-5.0588536,-2.5658846
-2.7991824,2.3956535
-5.293294,6.9846354
6.186405,-2.9889448
-6.4984503,1.6077449
-1.9453216,4.301683
0.41450974,-1.0134889
2.4738343,2.3092897
12.55209,1.0153248
-0.7765214,2.834565
-2.6562219,9.006705
-0.9007397,-10.292845
3.6653836,-5.2374954
1.7721674,-0.20294467
-3.3699877,6.8774853
0.3880579,4.913345
-8.427945,-0.19728997
0.4986256,14.093082
-3.4879355,-8.826399
-7.2354217,-0.11326902
7.0464664,5.380319
-2.7176597,5.6980033
-8.380585,-6.4249735
-0.2612357,-8.876375
-1.7144612,6.59709
8.530484,-2.1045337
11.147449,2.0067523
0.53265923,-6.382225
8.134476,1.6169132
1.8547133,-1.867873
6.6903095,1.7510151
9.222999,-7.062017
0.22922273,-4.6976047
-6.547694,-7.3490243
-5.686715,8.294705
-2.0631232,-1.2197266
4.613672,2.1810195
-2.5046997,11.683141
-1.5523572,-3.4499335
7.8767414,3.185934
6.0934978,4.175673
-6.678263,-5.7843475
-2.3973684,0.5436464
1.8185139,16.440266
-2.9574618,4.96591
-3.1613472,-7.522921
5.6393337,-3.4221852
6.3950596,4.219519
1.6313167,10.067521
-7.083385,4.203295
-0.94386864,0.582767
-1.9946537,-4.9738636
-6.285366,3.46227
7.427626,1.2357957
3.3820367,1.5931921
-5.830275,7.387096
-4.4249167,-3.866739
-4.409153,7.284564
-0.54383594,-7.097827
6.110683,-2.3199816
1.3324372,-1.824691
11.83105,-7.0986753
5.4387593,8.166237
-5.5580163,-8.607411
4.3240438,2.9903836
-2.757693,3.2361271
7.1112294,2.0017278
-2.269383,0.71365684
0.73270184,-3.5861762
-2.2264774,-10.23182
-4.026741,-4.5229735
0.6108243,-8.464129
-0.68040395,3.023845
6.7616124,3.7732017
4.6871347,16.01261
-5.084375,-6.375615
-2.44067,-2.2725186
-1.5455304,-2.9740868
-6.4970565,-1.942318
3.0333607,-0.8894792
-4.7597923,-9.064656
0.68389374,-4.268345
-6.7639375,3.2694933
4.937526,2.2245712
4.1409225,3.0247142
-4.653009,9.48361
-5.237534,1.9303776
-1.5006936,-4.612558
-1.6593055,11.387606
-4.6796794,5.865491
-9.203161,1.7864271
6.3828263,3.187059
-3.9010103,3.7427566
2.620197,16.144003
2.998415,-10.945772
-4.691438,-5.167207
0.7005057,-6.2988644
0.8373897,3.820651
1.1733152,1.7865676
-3.2566895,-2.5716045
-4.7015786,6.4843664
-3.6731944,1.0855651
1.3049699,10.301687
0.43427128,6.0154886
5.113052,-4.9731526
9.327332,-4.466588
0.86453646,17.11501
-5.5266523,0.62705725
8.698493,-6.8083267
-6.9223313,6.067453
0.60332614,-1.8751637
-4.089741,4.6576743
3.3017,17.834213
-1.2745664,2.15627
3.186165,5.49387
-1.4209112,9.780461
0.9704546,11.481062
5.3854647,-1.8233
5.18232,-5.119228
-6.489788,4.1229086
-0.5985609,6.527624
2.8757198,0.2757362
-9.234858,-3.0095334
-0.4462445,-3.1342258
2.0175097,1.5219768
-0.58875555,-8.042412
0.057317566,-9.100762
-1.7836791,0.20466794
8.832106,-4.76392
-4.1878166,-5.9758115
-5.435173,-10.163987
-2.463157,-0.9689782
-0.21578407,8.239161
13.635607,2.0215795
-2.9299471,4.6029854
-2.8007321,8.649377
-2.131658,-7.1942787
-1.208912,0.095938794
3.724967,-0.09898268
2.4681518,-5.1850595
-1.4721481,3.6528037
0.42069778,10.424908
0.43042883,-1.2570938
-5.342272,-1.6252149
2.0603728,6.0218916
2.5184965,5.4101653
-1.513659,11.467853
-2.735623,9.492443
-1.2163414,3.1241004
0.35104495,1.4747279
1.9319807,0.38798842
-2.5840387,10.913157
-3.8931355,11.4794035
3.0585437,-0.79283196
-3.0555823,1.326111
2.7212305,14.670009
-3.9630384,-9.036539
-5.9086847,-7.005666
1.1738952,-4.094799
0.3109827,-7.1608315
-6.646132,-0.8220514
1.5485262,4.680516
0.17642255,-0.44527313
-4.6588974,2.3249528
-1.9228666,4.8300123
1.5461653,-3.407304
-0.40409413,-1.2744234
2.183092,14.480856
-2.9516115,-1.8838568
-4.542333,4.0844965
2.3632083,2.3412821
-0.28951845,-5.4158072
-6.2809396,-7.804458
4.9681597,0.92162997
