total_whistles_duration,acoustic,fishing_net,behavior,beacon,date,number,net,audio_names
0,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073100
0,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073200
0,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073300
0,D+AP,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073400
61,AP,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073500
0,D,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_073900
0,D,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_074000
0,D+AP,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_074100
45,AP,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_074200
132,AV,SSF,DEPL,NC,16/07/2020,40,SSF,SCW1807_20200716_082300
1555,AV+D,SSF,DEPL,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082400
5272,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082500
7773,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082600
1625,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082700
760,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082800
0,AV,SSF,CHAS,NC,16/07/2020,15,SSF,SCW1807_20200716_083200
288,AV+D,SSF,CHAS,DOL1,16/07/2020,15,SSF,SCW1807_20200716_083300
94,D,SSF,CHAS,DOL1,16/07/2020,6,SSF,SCW1807_20200716_083400
221,D,SSF,CHAS,DOL1,16/07/2020,6,SSF,SCW1807_20200716_083500
263,D+AP,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_083600
1799,AV+D,F,CHAS,DOL1,16/07/2020,4,tremail,SCW1807_20200716_085800
4735,D,F,CHAS,DOL1,16/07/2020,4,tremail,SCW1807_20200716_085900
2547,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090000
3920,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090100
686,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090200
1136,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090300
953,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090400
1049,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090500
1762,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090600
1298,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090700
888,D+AP,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090800
128,AV+D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_091000
1540,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093000
1538,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093100
415,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093200
398,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093300
397,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093400
137,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093500
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093600
224,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093700
366,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093800
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093900
133,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094000
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094100
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094200
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094300
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094400
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094500
76,AV,F,DEPL,NC,16/07/2020,7,tremail,SCW1807_20200716_095100
29,AV+D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095200
74,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095300
45,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095400
117,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095500
146,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095600
33,D,F,SOCI,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095700
270,D,F,SOCI,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095800
452,D,F,SOCI,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095900
31,AV+D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100600
4042,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100700
3894,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100800
4032,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100900
1740,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101000
6949,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101100
6377,D+AP,F,DEPL,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101200
1874,AP,F,DEPL,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101300
3015,D+AP,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_102100
1164,AP,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_102200
416,AV+D,F,DEPL,DOL1,16/07/2020,2,tremail,SCW1807_20200716_102300
491,D,F,DEPL,DOL1,16/07/2020,3,tremail,SCW1807_20200716_102400
1571,D,F,DEPL,DOL1,16/07/2020,3,tremail,SCW1807_20200716_102500
5189,D+AP,F,DEPL,DOL1,16/07/2020,3,tremail,SCW1807_20200716_102600
28,AV,F,DEPL,NC,16/07/2020,4,tremail,SCW1807_20200716_104600
0,AV+D,F,DEPL,DOL1,16/07/2020,4,tremail,SCW1807_20200716_104700
0,D,F,DEPL,DOL1,16/07/2020,4,tremail,SCW1807_20200716_104800
11,D+AP,F,DEPL,DOL1,16/07/2020,4,tremail,SCW1807_20200716_104900
426,AV+D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_vert,SCW1807_20200717_065000
234,D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_vert,SCW1807_20200717_065100
237,D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_vert,SCW1807_20200717_065200
0,D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_vert,SCW1807_20200717_065300
11,D+AP,F,DEPL,DOL3_N36,17/07/2020,8,chalut_vert,SCW1807_20200717_065400
35,AP,F,DEPL,DOL3_N36,17/07/2020,8,chalut_vert,SCW1807_20200717_065500
17,AV,F,DEPL,NC,17/07/2020,10,chalut_vert,SCW1807_20200717_070300
0,AV+D,F,DEPL,DOL3_N36,17/07/2020,10,chalut_vert,SCW1807_20200717_070400
0,D,F,DEPL,DOL3_N36,17/07/2020,5,chalut_vert,SCW1807_20200717_070500
14,D+AP,F,DEPL,DOL3_N36,17/07/2020,5,chalut_vert,SCW1807_20200717_070600
92,AP,F,DEPL,DOL3_N36,17/07/2020,5,chalut_vert,SCW1807_20200717_070700
147,AV+D,F,DEPL,DOL3_N36,17/07/2020,12,chalut_vert,SCW1807_20200717_071400
0,D,F,DEPL,DOL3_N36,17/07/2020,12,chalut_vert,SCW1807_20200717_071500
17,AP,F,DEPL,DOL3_N36,17/07/2020,12,chalut_vert,SCW1807_20200717_071600
0,AP,F,DEPL,DOL3_N36,17/07/2020,12,chalut_vert,SCW1807_20200717_071700
34,AP,F,DEPL,DOL3_N36,17/07/2020,12,chalut_vert,SCW1807_20200717_071800
36,AV+D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_080800
0,D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_080900
0,D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_081000
324,D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_081100
4898,D,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_081200
2428,D+AP,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_081300
271,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081400
690,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081500
211,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081600
2274,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081700
185,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081800
322,AV+D,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081900
71,D+AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_082000
99,AV,F,DEPL,NC,17/07/2020,25,tremail,SCW1807_20200717_083700
978,AV+D,F,DEPL,DOL1_N26,17/07/2020,25,tremail,SCW1807_20200717_083800
338,D+AP,F,DEPL,DOL1_N26,17/07/2020,25,tremail,SCW1807_20200717_083900
831,AV+D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_084200
5838,D,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_084300
4238,D+AP,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_084400
1200,AP,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_084500
425,AV+D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_085700
305,D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_085800
593,D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_085900
455,D,F,DEPL,DOL1_N26,17/07/2020,5,tremail,SCW1807_20200717_090000
446,D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090100
557,D+AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090200
698,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090300
1134,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090400
254,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090500
533,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090600
563,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090700
360,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090800
232,AV,F,DEPL,NC,17/07/2020,10,tremail,SCW1807_20200717_091700
1451,AV+D,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_091800
394,D,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_091900
667,D,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092000
626,D+AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092100
413,AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092200
212,AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092300
191,AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092400
59,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094100
12,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094200
96,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094300
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094400
25,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094500
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094600
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094700
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094800
152,AV,SSF,DEPL,NC,17/07/2020,5,SSF,SCW1807_20200717_111600
278,AV+D,SSF,DEPL,DOL1_N26,17/07/2020,5,SSF,SCW1807_20200717_111700
716,D,SSF,DEPL,DOL1_N26,17/07/2020,3,SSF,SCW1807_20200717_111800
1548,D+AP,SSF,DEPL,DOL1_N26,17/07/2020,3,SSF,SCW1807_20200717_111900
60,AV+D,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112500
0,D,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112600
10,D,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112700
47,D+AP,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112800
21,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_vert,SCW1807_20200718_075300
0,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_vert,SCW1807_20200718_075400
0,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_vert,SCW1807_20200718_075500
0,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_vert,SCW1807_20200718_075600
31,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_vert,SCW1807_20200718_075700
127,AV+D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_vert,SCW1807_20200718_075900
687,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_vert,SCW1807_20200718_080000
0,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_vert,SCW1807_20200718_080100
175,AV,F,CHAS,NC,18/07/2020,6,chalut_vert,SCW1807_20200718_080600
1503,AV+D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_vert,SCW1807_20200718_080700
849,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_vert,SCW1807_20200718_080800
1100,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_vert,SCW1807_20200718_080900
432,D,F,DEPL,DOL3_N36,18/07/2020,1,chalut_vert,SCW1807_20200718_081000
508,D,F,DEPL,DOL3_N36,18/07/2020,1,chalut_vert,SCW1807_20200718_081100
0,D,F,DEPL,DOL3_N36,18/07/2020,1,chalut_vert,SCW1807_20200718_081200
45,D,F,DEPL,DOL3_N36,18/07/2020,4,chalut_vert,SCW1807_20200718_081300
0,D,F,DEPL,DOL3_N36,18/07/2020,4,chalut_vert,SCW1807_20200718_081400
330,D+AP,F,DEPL,DOL3_N36,18/07/2020,4,chalut_vert,SCW1807_20200718_081500
74,AP,F,DEPL,DOL3_N36,18/07/2020,4,chalut_vert,SCW1807_20200718_081600
387,AP,F,DEPL,DOL3_N36,18/07/2020,4,chalut_vert,SCW1807_20200718_081700
14,AV+D,F,CHAS,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_082200
41,D,F,DEPL,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_082300
0,D+AP,F,DEPL,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_082400
245,AP,F,DEPL,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_082500
148,AV+D,F,CHAS,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_084500
217,D+AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_084600
256,AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_084700
504,AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_084800
0,AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_084900
212,AP,F,DEPL,DOL3_N36,18/07/2020,10,chalut_vert,SCW1807_20200718_085000
569,AV,F,DEPL,NC,18/07/2020,20,chalut_vert,SCW1807_20200718_085700
3674,AV+D,F,DEPL,DOL3_N36,18/07/2020,20,chalut_vert,SCW1807_20200718_085800
1288,D,F,DEPL,DOL3_N36,18/07/2020,20,chalut_vert,SCW1807_20200718_085900
