number_of_BBP,acoustic,fishing_net,behavior,beacon,date,number,net,audio_names,Buzz,Burst-pulse
0,T,SSF,SOCI,DOL5,13/07/2020,4,SSF,SCW1807_20200713_094800,0,0
1,AV,SSF,DEPL,NC,13/07/2020,15,SSF,SCW1807_20200713_114200,1,0
0,D,SSF,DEPL,DOL7,13/07/2020,15,SSF,SCW1807_20200713_114300,0,0
0,D+AP,SSF,DEPL,DOL7,13/07/2020,15,SSF,SCW1807_20200713_114400,0,0
0,AV+D,SSF,DEPL,DOL7,13/07/2020,12,SSF,SCW1807_20200713_114900,0,0
1,D,SSF,DEPL,DOL7,13/07/2020,12,SSF,SCW1807_20200713_115000,1,0
1,D,SSF,DEPL,DOL7,13/07/2020,12,SSF,SCW1807_20200713_115100,0,1
1,D,SSF,DEPL,DOL7,13/07/2020,12,SSF,SCW1807_20200713_115200,1,0
0,T,SSF,DEPL,DOL3,14/07/2020,5,SSF,SCW1807_20200714_064200,0,0
1,T,SSF,DEPL,DOL3,14/07/2020,5,SSF,SCW1807_20200714_064300,1,0
0,T,SSF,DEPL,DOL3,14/07/2020,5,SSF,SCW1807_20200714_064400,0,0
0,T,SSF,DEPL,DOL3,14/07/2020,6,SSF,SCW1807_20200714_085600,0,0
1,T,SSF,DEPL,DOL3,14/07/2020,6,SSF,SCW1807_20200714_085700,0,1
0,T,SSF,DEPL,DOL3,14/07/2020,6,SSF,SCW1807_20200714_085800,0,0
0,T,SSF,DEPL,DOL3,14/07/2020,6,SSF,SCW1807_20200714_090200,0,0
0,T,SSF,DEPL,DOL3,14/07/2020,6,SSF,SCW1807_20200714_090300,0,0
0,T,F,DEPL,DOL3,14/07/2020,2,chalut_blanc,SCW1807_20200714_091000,0,0
0,T,F,DEPL,DOL3,14/07/2020,3,chalut_blanc,SCW1807_20200714_091100,0,0
0,T,F,DEPL,DOL3,14/07/2020,3,chalut_blanc,SCW1807_20200714_091200,0,0
0,T,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_063500,0,0
0,AV,SSF,DEPL,NC,16/07/2020,6,SSF,SCW1807_20200716_065500,0,0
1,AV+D,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_065600,0,1
0,D,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_065700,0,0
4,AV,SSF,DEPL,NC,16/07/2020,6,SSF,SCW1807_20200716_071100,2,2
0,D,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_071200,0,0
0,D,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_071300,0,0
0,D,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_071400,0,0
0,D,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_071500,0,0
0,D,F,SOCI,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073000,0,0
0,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073100,0,0
0,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073200,0,0
0,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073300,0,0
1,D+AP,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073400,1,0
0,AP,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_073500,0,0
0,D,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_073900,0,0
0,D,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_074000,0,0
0,D+AP,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_074100,0,0
0,AP,F,SOCI,DOL1,16/07/2020,4,tremail,SCW1807_20200716_074200,0,0
2,AV,SSF,DEPL,NC,16/07/2020,40,SSF,SCW1807_20200716_082300,2,0
9,AV+D,SSF,DEPL,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082400,8,1
16,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082500,15,1
13,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082600,11,2
9,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082700,4,5
0,D,SSF,CHAS,DOL1,16/07/2020,40,SSF,SCW1807_20200716_082800,0,0
2,AV,SSF,CHAS,NC,16/07/2020,15,SSF,SCW1807_20200716_083200,2,0
5,AV+D,SSF,CHAS,DOL1,16/07/2020,15,SSF,SCW1807_20200716_083300,5,0
1,D,SSF,CHAS,DOL1,16/07/2020,6,SSF,SCW1807_20200716_083400,0,1
0,D,SSF,CHAS,DOL1,16/07/2020,6,SSF,SCW1807_20200716_083500,0,0
0,D+AP,SSF,DEPL,DOL1,16/07/2020,6,SSF,SCW1807_20200716_083600,0,0
15,AV+D,F,CHAS,DOL1,16/07/2020,4,tremail,SCW1807_20200716_085800,12,3
6,D,F,CHAS,DOL1,16/07/2020,4,tremail,SCW1807_20200716_085900,5,1
3,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090000,3,0
2,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090100,2,0
3,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090200,3,0
1,D,F,DEPL,DOL1,16/07/2020,6,tremail,SCW1807_20200716_090300,1,0
0,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090400,0,0
0,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090500,0,0
0,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090600,0,0
1,D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090700,1,0
0,D+AP,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_090800,0,0
1,AV+D,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_091000,0,1
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093000,0,0
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093100,0,0
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093200,0,0
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093300,0,0
1,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093400,1,0
1,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093500,1,0
3,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093600,3,0
4,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093700,4,0
3,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093800,3,0
3,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_093900,3,0
4,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094000,3,1
1,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094100,1,0
1,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094200,1,0
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094300,0,0
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094400,0,0
0,T,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_094500,0,0
0,AV,F,DEPL,NC,16/07/2020,7,tremail,SCW1807_20200716_095100,0,0
0,AV+D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095200,0,0
0,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095300,0,0
0,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095400,0,0
0,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095500,0,0
9,D,F,DEPL,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095600,2,7
0,D,F,SOCI,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095700,0,0
0,D,F,SOCI,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095800,0,0
0,D,F,SOCI,DOL1,16/07/2020,7,tremail,SCW1807_20200716_095900,0,0
5,AV+D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100600,5,0
14,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100700,11,3
17,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100800,16,1
16,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_100900,15,1
3,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101000,3,0
6,D,F,CHAS,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101100,5,1
15,D+AP,F,DEPL,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101200,13,2
1,AP,F,DEPL,DOL1,16/07/2020,8,tremail,SCW1807_20200716_101300,0,1
13,D+AP,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_102100,9,4
5,AP,F,DEPL,DOL1,16/07/2020,5,tremail,SCW1807_20200716_102200,5,0
20,AV+D,F,DEPL,DOL1,16/07/2020,2,tremail,SCW1807_20200716_102300,7,13
2,D,F,DEPL,DOL1,16/07/2020,3,tremail,SCW1807_20200716_102400,2,0
1,D,F,DEPL,DOL1,16/07/2020,3,tremail,SCW1807_20200716_102500,1,0
0,D+AP,F,DEPL,DOL1,16/07/2020,3,tremail,SCW1807_20200716_102600,0,0
0,AV,F,DEPL,NC,16/07/2020,4,tremail,SCW1807_20200716_104600,0,0
0,AV+D,F,DEPL,DOL1,16/07/2020,4,tremail,SCW1807_20200716_104700,0,0
0,D,F,DEPL,DOL1,16/07/2020,4,tremail,SCW1807_20200716_104800,0,0
0,D+AP,F,DEPL,DOL1,16/07/2020,4,tremail,SCW1807_20200716_104900,0,0
0,AV+D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_blanc,SCW1807_20200717_065000,0,0
0,D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_blanc,SCW1807_20200717_065100,0,0
0,D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_blanc,SCW1807_20200717_065200,0,0
0,D,F,DEPL,DOL3_N36,17/07/2020,8,chalut_blanc,SCW1807_20200717_065300,0,0
0,D+AP,F,DEPL,DOL3_N36,17/07/2020,8,chalut_blanc,SCW1807_20200717_065400,0,0
0,AP,F,DEPL,DOL3_N36,17/07/2020,8,chalut_blanc,SCW1807_20200717_065500,0,0
0,AV,F,DEPL,NC,17/07/2020,10,chalut_blanc,SCW1807_20200717_070300,0,0
0,AV+D,F,DEPL,DOL3_N36,17/07/2020,10,chalut_blanc,SCW1807_20200717_070400,0,0
0,D,F,DEPL,DOL3_N36,17/07/2020,5,chalut_blanc,SCW1807_20200717_070500,0,0
1,D+AP,F,DEPL,DOL3_N36,17/07/2020,5,chalut_blanc,SCW1807_20200717_070600,0,1
0,AP,F,DEPL,DOL3_N36,17/07/2020,5,chalut_blanc,SCW1807_20200717_070700,0,0
0,AV+D,F,DEPL,DOL3_N36,17/07/2020,12,chalut_blanc,SCW1807_20200717_071400,0,0
0,D,F,DEPL,DOL3_N36,17/07/2020,12,chalut_blanc,SCW1807_20200717_071500,0,0
1,AP,F,DEPL,DOL3_N36,17/07/2020,12,chalut_blanc,SCW1807_20200717_071600,1,0
0,AP,F,DEPL,DOL3_N36,17/07/2020,12,chalut_blanc,SCW1807_20200717_071700,0,0
0,AP,F,DEPL,DOL3_N36,17/07/2020,12,chalut_blanc,SCW1807_20200717_071800,0,0
1,AV+D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_080800,1,0
2,D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_080900,1,1
2,D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_081000,1,1
1,D,F,DEPL,DOL1_N26,17/07/2020,12,tremail,SCW1807_20200717_081100,1,0
10,D,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_081200,7,3
4,D+AP,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_081300,1,3
5,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081400,5,0
0,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081500,0,0
1,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081600,1,0
0,AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081700,0,0
0,AP+AV,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081800,0,0
0,AV+D,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_081900,0,0
0,D+AP,F,DEPL,DOL1_N26,17/07/2020,7,tremail,SCW1807_20200717_082000,0,0
0,AV,F,DEPL,NC,17/07/2020,25,tremail,SCW1807_20200717_083700,0,0
2,AV+D,F,DEPL,DOL1_N26,17/07/2020,25,tremail,SCW1807_20200717_083800,2,0
0,D+AP,F,DEPL,DOL1_N26,17/07/2020,25,tremail,SCW1807_20200717_083900,0,0
1,AV+D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_084200,1,0
2,D,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_084300,2,0
0,D+AP,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_084400,0,0
0,AP,F,DEPL,DOL1_N26,17/07/2020,20,tremail,SCW1807_20200717_084500,0,0
0,AV+D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_085700,0,0
6,D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_085800,3,3
3,D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_085900,2,1
3,D,F,DEPL,DOL1_N26,17/07/2020,5,tremail,SCW1807_20200717_090000,3,0
9,D,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090100,8,1
6,D+AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090200,4,2
5,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090300,5,0
1,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090400,1,0
1,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090500,1,0
0,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090600,0,0
3,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090700,2,1
0,AP,F,DEPL,DOL1_N26,17/07/2020,4,tremail,SCW1807_20200717_090800,0,0
0,AV,F,DEPL,NC,17/07/2020,10,tremail,SCW1807_20200717_091700,0,0
7,AV+D,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_091800,4,3
4,D,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_091900,3,1
0,D,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092000,0,0
3,D+AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092100,2,1
0,AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092200,0,0
0,AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092300,0,0
0,AP,F,DEPL,DOL1_N26,17/07/2020,10,tremail,SCW1807_20200717_092400,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094100,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094200,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094300,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094400,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094500,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094600,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094700,0,0
0,T,SSF,DEPL,DDD,17/07/2020,15,SSF,SCW1807_20200717_094800,0,0
3,AV,SSF,DEPL,NC,17/07/2020,5,SSF,SCW1807_20200717_111600,2,1
4,AV+D,SSF,DEPL,DOL1_N26,17/07/2020,5,SSF,SCW1807_20200717_111700,4,0
9,D,SSF,DEPL,DOL1_N26,17/07/2020,3,SSF,SCW1807_20200717_111800,8,1
2,D+AP,SSF,DEPL,DOL1_N26,17/07/2020,3,SSF,SCW1807_20200717_111900,2,0
0,AV+D,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112500,0,0
1,D,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112600,1,0
0,D,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112700,0,0
1,D+AP,SSF,SOCI,DOL1_N26,17/07/2020,7,SSF,SCW1807_20200717_112800,0,1
4,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_blanc,SCW1807_20200718_075300,4,0
2,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_blanc,SCW1807_20200718_075400,1,1
2,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_blanc,SCW1807_20200718_075500,2,0
0,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_blanc,SCW1807_20200718_075600,0,0
0,T,F,DEPL,DOL3_N36,18/07/2020,2,chalut_blanc,SCW1807_20200718_075700,0,0
0,AV+D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_blanc,SCW1807_20200718_075900,0,0
0,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_blanc,SCW1807_20200718_080000,0,0
0,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_blanc,SCW1807_20200718_080100,0,0
0,AV,F,CHAS,NC,18/07/2020,6,chalut_blanc,SCW1807_20200718_080600,0,0
2,AV+D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_blanc,SCW1807_20200718_080700,2,0
0,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_blanc,SCW1807_20200718_080800,0,0
2,D,F,DEPL,DOL3_N36,18/07/2020,3,chalut_blanc,SCW1807_20200718_080900,2,0
4,D,F,DEPL,DOL3_N36,18/07/2020,1,chalut_blanc,SCW1807_20200718_081000,4,0
3,D,F,DEPL,DOL3_N36,18/07/2020,1,chalut_blanc,SCW1807_20200718_081100,3,0
2,D,F,DEPL,DOL3_N36,18/07/2020,1,chalut_blanc,SCW1807_20200718_081200,1,1
0,D,F,DEPL,DOL3_N36,18/07/2020,4,chalut_blanc,SCW1807_20200718_081300,0,0
3,D,F,DEPL,DOL3_N36,18/07/2020,4,chalut_blanc,SCW1807_20200718_081400,3,0
1,D+AP,F,DEPL,DOL3_N36,18/07/2020,4,chalut_blanc,SCW1807_20200718_081500,1,0
3,AP,F,DEPL,DOL3_N36,18/07/2020,4,chalut_blanc,SCW1807_20200718_081600,3,0
0,AP,F,DEPL,DOL3_N36,18/07/2020,4,chalut_blanc,SCW1807_20200718_081700,0,0
3,AV+D,F,CHAS,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_082200,3,0
2,D,F,DEPL,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_082300,2,0
0,D+AP,F,DEPL,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_082400,0,0
0,AP,F,DEPL,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_082500,0,0
5,AV+D,F,CHAS,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_084500,5,0
9,D+AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_084600,8,1
13,AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_084700,13,0
18,AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_084800,17,1
16,AP,F,CHAS,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_084900,15,1
4,AP,F,DEPL,DOL3_N36,18/07/2020,10,chalut_blanc,SCW1807_20200718_085000,4,0
2,AV,F,DEPL,NC,18/07/2020,20,chalut_blanc,SCW1807_20200718_085700,2,0
19,AV+D,F,DEPL,DOL3_N36,18/07/2020,20,chalut_blanc,SCW1807_20200718_085800,14,5
7,D,F,DEPL,DOL3_N36,18/07/2020,20,chalut_blanc,SCW1807_20200718_085900,7,0
